horizon_ms,spectral_radius,n_unstable,max_sv,eff_rank,cond,median_tau_ms,max_stable_tau_ms
20,1.0165383246010835,1,1.1726794632796789,14.962187589952258,1.4182604598687818,1377.3960287346458,2291.273594128736
40,0.9734526692766338,0,1.2224657921317443,14.856651653136511,1.9852480882185886,650.3041738807993,1486.6531357644108
100,0.8211248119423845,0,1.6648154042762424,14.071865127095199,5.170433801940699,284.2182510762972,507.40775543725186
200,0.5267275330148179,0,2.151032522373094,10.07404280551347,44.83986530975843,179.44411643734168,311.9774965345314
