model_name,prompt_pool,eval_prompts,max_new_tokens,prompt_toxicity_min,prompt_toxicity_max,baseline_toxicity_mean,baseline_toxicity_percent,baseline_toxicity_std
distilgpt2,rtp_random,16,40,0.2,0.5,0.06368373334407806,6.368373334407806,0.23612456023693085
