model_name,prompt_pool,eval_prompts,max_new_tokens,prompt_toxicity_min,prompt_toxicity_max,baseline_toxicity_mean,baseline_toxicity_percent,baseline_toxicity_std
distilgpt2,rtp_random,16,40,0.1,0.4,0.0008243814227171242,0.08243814227171242,0.002721207682043314
