model_name,prompt_pool,eval_prompts,max_new_tokens,prompt_toxicity_min,prompt_toxicity_max,baseline_toxicity_mean,baseline_toxicity_percent,baseline_toxicity_std
distilgpt2,rtp_random,16,40,0.0,0.3,8.653510303702205e-05,0.008653510303702205,0.00011938803072553128
