label,subset,overall,early,mid,late
Qwen-2.5-0.5B,jigsaw_long,0.493637204170227,0.6006792187690735,0.4305295050144195,0.4497027993202209
Qwen-2.5-0.5B,toxicchat_long,0.4487078785896301,0.5470677614212036,0.3737322986125946,0.425323486328125
Qwen-2.5-0.5B,mmlu_ood_other_concepts,0.5378103256225586,0.6524415612220764,0.5055153369903564,0.455474317073822
