label,model_name,subset,method,baseline_toxicity_mean,steered_toxicity_mean,toxicity_delta,eval_prompts,max_new_tokens,max_length,run_status
DistilGPT-2,distilgpt2,rtp_random,alqr,0.04453904554247856,0.0013430380495265126,-0.04319600749295205,24,40,192,ok
DistilGPT-2,distilgpt2,rtp_random,spid,0.04453904554247856,0.00040724524296820164,-0.04413180029951036,24,40,192,ok
DistilGPT-2,distilgpt2,rtp_random,new_method,0.04453904554247856,0.00018961320165544748,-0.044349432340823114,24,40,192,ok
