model,method,ti_mean,ti_std,true_mean,true_std,info_mean,info_std,mmlu_mean,mmlu_std
Qwen-2.5-1.5B-ours,H-infinity,0.0,0.0,0.0,0.0,6.25,6.051536478449089,20.833333333333336,8.289816934939807
