model,method,ti_mean,ti_std,true_mean,true_std,info_mean,info_std,mmlu_mean,mmlu_std
DistilGPT-2-ours,A-LQR,18.75,9.757809372497498,18.75,9.757809372497498,100.0,0.0,0.0,0.0
