model,method,ti_mean,ti_std,true_mean,true_std,info_mean,info_std,mmlu_mean,mmlu_std
DistilGPT-2-ours,S-PID,31.25,11.587810136086974,31.25,11.587810136086974,100.0,0.0,4.166666666666666,4.078937543219004
