model,method,ti_mean,ti_std,true_mean,true_std,info_mean,info_std,mmlu_mean,mmlu_std
Qwen-2.5-7B-ours,Original,33.33333333333333,19.245008972987527,33.33333333333333,19.245008972987527,100.0,0.0,37.5,17.116329922036442
