model,method,ti_mean,ti_std,true_mean,true_std,info_mean,info_std,mmlu_mean,mmlu_std
Qwen-2.5-1.5B-ours,S-PID,31.25,11.587810136086974,31.25,11.587810136086974,100.0,0.0,8.333333333333332,5.64169333655275
