subject,subject_number,lead,mean_id,mean_ood,mean_ood_over_id
P14,14,LAT,1.3227782268904804,1.1450184431164754,0.833604371673166
P17,17,LPF,0.44940500346114703,0.4065590747770419,0.9080948169566139
P15,15,LAT,0.7951020832111992,1.5844943564797378,2.0071852245568684
