model,method,ti_mean,ti_std,true_mean,true_std,info_mean,info_std,mmlu_mean,mmlu_std
DistilGPT-2-ours,Original,14.0625,7.594618005946712,18.75,9.757809372497498,75.0,10.825317547305483,0.0,0.0
