model,method,ti_mean,ti_std,true_mean,true_std,info_mean,info_std,mmlu_mean,mmlu_std
Qwen-2.5-1.5B-ours-paper-proto,Original,36.495975786646,2.198988291573833,40.274599542334094,2.3461427450559276,90.61784897025171,1.3948174302337217,49.5,3.5353571248178026
Qwen-2.5-1.5B-ours-paper-proto,A-LQR,2.6234624467845564,0.6692864545108557,76.43020594965675,2.03034429870932,3.4324942791762014,0.8709228790153107,23.0,2.975735203273302
Qwen-2.5-1.5B-ours-paper-proto,S-PID,54.3952159774623,2.2867488721165254,59.7254004576659,2.3461427450559276,91.07551487414187,1.3638031339441736,49.0,3.534826728426727
Qwen-2.5-1.5B-ours-paper-proto,H-infinity,2.7899816200535166,0.6886584824566749,76.20137299771167,2.037120086035887,3.6613272311212817,0.8984189087013239,23.0,2.975735203273302
