shift,split,trial,behavior,response_accuracy,linear_residual_rms,corrected_residual_rms,correction_benefit,ridge_lambda,abs_correction_benefit
Brain: conflict,ID,76,712.2,1.0,1.028036695021254,1.036058542734096,-0.008021847712841979,100.0,0.008021847712841979
Brain: conflict,ID,124,1151.2,1.0,0.9562310310690051,1.0163314370776202,-0.060100406008615104,100.0,0.060100406008615104
Brain: conflict,ID,97,833.0999999999999,1.0,1.5929681574322863,1.6141380565053194,-0.021169899073033127,100.0,0.021169899073033127
Brain: conflict,ID,30,884.12,1.0,0.7189717847877445,0.5815145252343795,0.13745725955336496,100.0,0.13745725955336496
Brain: conflict,ID,107,745.5500000000001,1.0,1.6142721618749527,1.743660608604957,-0.12938844673000438,100.0,0.12938844673000438
Brain: conflict,ID,80,775.62,1.0,0.6631325607329688,0.44805954106791823,0.21507301966505055,100.0,0.21507301966505055
Brain: conflict,ID,116,909.95,1.0,0.6371768352798282,0.582892109711294,0.05428472556853414,100.0,0.05428472556853414
Brain: conflict,ID,110,955.7900000000001,1.0,2.253862590403485,2.277797544596903,-0.02393495419341818,100.0,0.02393495419341818
Brain: conflict,ID,65,711.63,1.0,1.5720390269246134,1.8309846009918536,-0.25894557406724017,100.0,0.25894557406724017
Brain: conflict,ID,34,1237.1000000000001,1.0,2.115581436151662,2.2119561540778,-0.09637471792613805,100.0,0.09637471792613805
Brain: conflict,ID,62,824.5400000000001,1.0,1.5496095931126592,1.5364561680681894,0.013153425044469813,100.0,0.013153425044469813
Brain: conflict,OOD,1,1237.2,1.0,0.8418085132906317,0.9132069060262614,-0.07139839273562976,100.0,0.07139839273562976
Brain: conflict,OOD,4,1326.5,1.0,0.8237248669832,0.7568843276272721,0.06684053935592793,100.0,0.06684053935592793
Brain: conflict,OOD,9,1350.0,1.0,0.7263336407088699,0.602587255290439,0.12374638541843086,100.0,0.12374638541843086
Brain: conflict,OOD,12,1390.8,1.0,1.4115549065987016,1.340910482746673,0.07064442385202874,100.0,0.07064442385202874
Brain: conflict,OOD,14,1298.7,1.0,1.7455996162126988,1.6426579859602168,0.10294163025248193,100.0,0.10294163025248193
Brain: conflict,OOD,16,1600.6,1.0,1.8774432075215,1.957445331206143,-0.0800021236846431,100.0,0.0800021236846431
Brain: conflict,OOD,17,1607.9,1.0,1.3498683436260726,1.3903204895889285,-0.04045214596285596,100.0,0.04045214596285596
Brain: conflict,OOD,19,1595.9,1.0,1.6538621111677534,1.8049634411879036,-0.15110133002015025,100.0,0.15110133002015025
Brain: conflict,OOD,20,1126.6000000000001,1.0,0.7061130192870062,0.6993956475801728,0.006717371706833397,100.0,0.006717371706833397
Brain: conflict,OOD,22,1480.8,1.0,1.0378744585383721,1.0349809104834047,0.002893548054967443,100.0,0.002893548054967443
Brain: conflict,OOD,23,1551.3999999999999,1.0,1.5133339725975656,1.4149994784224469,0.09833449417511875,100.0,0.09833449417511875
Brain: conflict,OOD,24,1320.5,1.0,1.0690654893661504,1.1989553044859051,-0.12988981511975473,100.0,0.12988981511975473
Brain: conflict,OOD,26,1348.7,1.0,0.8266448894496938,0.8321496673986015,-0.005504777948907691,100.0,0.005504777948907691
Brain: conflict,OOD,27,1439.5,1.0,1.056609898048948,1.239362541817893,-0.18275264376894507,100.0,0.18275264376894507
Brain: conflict,OOD,31,1130.8,1.0,0.7762209153191493,0.7435505240949851,0.03267039122416415,100.0,0.03267039122416415
Brain: conflict,OOD,32,1259.4,1.0,0.8414550719455918,0.8388323001720501,0.0026227717735416434,100.0,0.0026227717735416434
Brain: conflict,OOD,33,1298.2,1.0,0.9465959471775894,1.1224724511479838,-0.17587650397039434,100.0,0.17587650397039434
Brain: conflict,OOD,36,1591.3,1.0,1.0750094291749561,1.0439348126946455,0.031074616480310624,100.0,0.031074616480310624
Brain: conflict,OOD,37,1328.4,1.0,1.533420302846967,1.525245361975102,0.008174940871864989,100.0,0.008174940871864989
Brain: conflict,OOD,40,1273.2,1.0,0.7761225292237321,0.7192244666225813,0.05689806260115082,100.0,0.05689806260115082
Brain: conflict,OOD,41,1497.9,1.0,0.939080930018138,0.8855042528673923,0.053576677150745655,100.0,0.053576677150745655
Brain: conflict,OOD,45,1720.1,1.0,1.1791156069614954,1.1732989005400811,0.005816706421414297,100.0,0.005816706421414297
Brain: conflict,OOD,46,1229.1000000000001,1.0,0.7736610193190766,0.7380204059937423,0.0356406133253343,100.0,0.0356406133253343
Brain: conflict,OOD,47,1440.3999999999999,1.0,1.6265306484375603,1.7006055035415457,-0.07407485510398537,100.0,0.07407485510398537
Brain: conflict,OOD,55,973.29,1.0,0.8341932284974829,0.6764790871449675,0.15771414135251538,100.0,0.15771414135251538
Brain: conflict,OOD,58,1466.9,1.0,1.0886798351096156,1.1580120495917958,-0.06933221448218019,100.0,0.06933221448218019
Brain: conflict,OOD,59,1384.1000000000001,1.0,0.671662608956172,0.6804499406862372,-0.008787331730065184,100.0,0.008787331730065184
Brain: conflict,OOD,60,1586.9,1.0,0.9376508070035924,1.026075968498605,-0.08842516149501256,100.0,0.08842516149501256
Brain: conflict,OOD,63,1211.7,1.0,0.997808924739548,1.053233570135051,-0.05542464539550307,100.0,0.05542464539550307
Brain: conflict,OOD,68,1468.6,1.0,1.343610373618338,1.3778965183575225,-0.034286144739184454,100.0,0.034286144739184454
Brain: conflict,OOD,69,941.53,1.0,0.7774739119449625,0.4991341173293834,0.2783397946155791,100.0,0.2783397946155791
Brain: conflict,OOD,70,892.67,1.0,1.0937876161473947,1.0909443710791389,0.0028432450682558397,100.0,0.0028432450682558397
Brain: conflict,OOD,74,1347.5,1.0,1.409716206279915,1.383510353314949,0.026205852964965803,100.0,0.026205852964965803
Brain: conflict,OOD,75,1178.9,1.0,0.909592608491951,0.8955545042805164,0.014038104211434588,100.0,0.014038104211434588
Brain: conflict,OOD,78,1068.1000000000001,1.0,0.6851121920386324,0.4077813325436531,0.27733085949497926,100.0,0.27733085949497926
Brain: conflict,OOD,79,1394.6000000000001,1.0,1.3421836244335745,1.4720180677565242,-0.1298344433229497,100.0,0.1298344433229497
Brain: conflict,OOD,81,894.18,1.0,0.8623902201179978,0.7904364654265246,0.07195375469147325,100.0,0.07195375469147325
Brain: conflict,OOD,84,1432.7,1.0,1.5269134388069636,1.5836642612640357,-0.05675082245707208,100.0,0.05675082245707208
Brain: conflict,OOD,85,939.89,1.0,1.0403816461819528,1.083475415833045,-0.04309376965109224,100.0,0.04309376965109224
Brain: conflict,OOD,86,1144.9,1.0,1.4135858995584232,1.405472367081133,0.008113532477290075,100.0,0.008113532477290075
Brain: conflict,OOD,89,1314.4,1.0,0.9694097957589582,0.9560949539481588,0.01331484181079945,100.0,0.01331484181079945
Brain: conflict,OOD,90,1161.2,1.0,0.8048211122454542,0.7774750227141236,0.027346089531330553,100.0,0.027346089531330553
Brain: conflict,OOD,91,1142.4,1.0,2.170154016588013,2.1954137057065655,-0.025259689118552586,100.0,0.025259689118552586
Brain: conflict,OOD,94,1083.7,1.0,1.3325250396202815,1.2841599880316692,0.04836505158861226,100.0,0.04836505158861226
