shift,split,trial,behavior,response_accuracy,linear_residual_rms,corrected_residual_rms,correction_benefit,ridge_lambda,abs_correction_benefit
Brain: stimulation context,OOD,28,1120.7,1.0,0.980351384869691,0.9872334305281881,-0.006882045658497149,100.0,0.006882045658497149
Brain: stimulation context,OOD,29,981.63,1.0,0.6109145912266916,0.4224226702507915,0.18849192097590006,100.0,0.18849192097590006
Brain: stimulation context,OOD,30,670.74,1.0,0.6416478097817363,0.5710366357695817,0.07061117401215455,100.0,0.07061117401215455
Brain: stimulation context,OOD,31,1131.8,1.0,0.5986116049019948,0.535442443499107,0.06316916140288786,100.0,0.06316916140288786
Brain: stimulation context,OOD,32,867.4,1.0,1.0028889524186269,1.0487487597697616,-0.04585980735113471,100.0,0.04585980735113471
Brain: stimulation context,OOD,33,835.9799999999999,1.0,0.8320102744658304,0.8948013888678821,-0.06279111440205165,100.0,0.06279111440205165
Brain: stimulation context,OOD,34,756.85,1.0,0.6648404769861707,0.575054364592847,0.08978611239332368,100.0,0.08978611239332368
Brain: stimulation context,OOD,35,675.6999999999999,1.0,0.8076691247436456,0.6853669872075985,0.12230213753604713,100.0,0.12230213753604713
Brain: stimulation context,OOD,36,914.65,1.0,0.9522662447340149,0.9597799920019892,-0.007513747267974269,100.0,0.007513747267974269
Brain: stimulation context,OOD,37,1203.6,1.0,0.5886647984089847,0.47068913419171277,0.1179756642172719,100.0,0.1179756642172719
Brain: stimulation context,OOD,38,624.82,1.0,0.628362454923581,0.43360368392860393,0.19475877099497707,100.0,0.19475877099497707
Brain: stimulation context,OOD,39,681.9499999999999,1.0,0.6489013213325878,0.47941885695905606,0.16948246437353176,100.0,0.16948246437353176
Brain: stimulation context,OOD,40,634.54,1.0,0.5898936740220337,0.5003748647793801,0.08951880924265365,100.0,0.08951880924265365
Brain: stimulation context,OOD,41,1101.6999999999998,1.0,0.6638862781149414,0.5459720295691177,0.11791424854582366,100.0,0.11791424854582366
Brain: stimulation context,OOD,42,1142.7,1.0,0.6089650965443166,0.44623772165808584,0.1627273748862308,100.0,0.1627273748862308
Brain: stimulation context,OOD,43,932.02,1.0,1.0061141979320727,1.030115512093364,-0.024001314161291365,100.0,0.024001314161291365
Brain: stimulation context,OOD,44,700.99,1.0,0.6608220932830465,0.682537164724716,-0.02171507144166951,100.0,0.02171507144166951
Brain: stimulation context,OOD,45,707.65,1.0,0.7025711905361043,0.5225514144649175,0.1800197760711868,100.0,0.1800197760711868
Brain: stimulation context,OOD,46,1227.1000000000001,1.0,0.8366859856668847,0.8157567288245378,0.02092925684234692,100.0,0.02092925684234692
Brain: stimulation context,OOD,47,942.38,1.0,0.9261120007882799,0.9245143610908777,0.001597639697402231,100.0,0.001597639697402231
Brain: stimulation context,OOD,48,795.53,1.0,0.95378768857014,0.8581787801715068,0.09560890839863312,100.0,0.09560890839863312
Brain: stimulation context,OOD,49,696.75,1.0,1.1088918330091366,1.1389392161809369,-0.030047383171800224,100.0,0.030047383171800224
Brain: stimulation context,OOD,50,735.93,1.0,0.8962708894588384,0.9097249582004684,-0.01345406874163002,100.0,0.01345406874163002
Brain: stimulation context,OOD,51,1351.2,1.0,0.7564218906368977,0.7683513638956206,-0.011929473258722956,100.0,0.011929473258722956
Brain: stimulation context,OOD,52,684.32,1.0,0.5851431495330474,0.4061841420826363,0.17895900745041105,100.0,0.17895900745041105
Brain: stimulation context,OOD,53,695.0300000000001,1.0,0.6195693561719735,0.43917364524483704,0.18039571092713647,100.0,0.18039571092713647
Brain: stimulation context,OOD,54,619.93,1.0,0.6491207502637213,0.5075859217562242,0.1415348285074971,100.0,0.1415348285074971
Brain: stimulation context,OOD,55,986.81,1.0,1.2557743614882395,1.2191964662972137,0.03657789519102583,100.0,0.03657789519102583
Brain: stimulation context,OOD,56,1230.1,1.0,0.664730194828431,0.5776579194750079,0.0870722753534231,100.0,0.0870722753534231
Brain: stimulation context,OOD,57,677.44,1.0,0.6059611958138674,0.4168074270275448,0.18915376878632262,100.0,0.18915376878632262
Brain: stimulation context,OOD,58,1128.6000000000001,1.0,0.6229577817870705,0.5076437671570018,0.11531401463006874,100.0,0.11531401463006874
Brain: stimulation context,OOD,59,657.74,1.0,0.7307344256604719,0.7122886870972915,0.018445738563180325,100.0,0.018445738563180325
Brain: stimulation context,OOD,60,750.6899999999999,1.0,0.8303135076874428,0.7679477251534973,0.062365782533945535,100.0,0.062365782533945535
Brain: stimulation context,OOD,61,675.8499999999999,1.0,1.7238742609983733,1.8179781165454707,-0.09410385554709744,100.0,0.09410385554709744
Brain: stimulation context,OOD,62,1198.6000000000001,1.0,0.6125812807030707,0.4944500064932898,0.11813127420978092,100.0,0.11813127420978092
Brain: stimulation context,OOD,63,1149.5,1.0,1.0745862380612698,1.1039307290403193,-0.029344490979049453,100.0,0.029344490979049453
Brain: stimulation context,OOD,64,1047.8,1.0,1.3719061978376428,1.4135478799533698,-0.04164168211572705,100.0,0.04164168211572705
Brain: stimulation context,OOD,65,586.99,1.0,0.7649138560778697,0.7286743176057444,0.03623953847212524,100.0,0.03623953847212524
Brain: stimulation context,OOD,66,994.21,1.0,0.8485941812372493,0.8234583190855617,0.025135862151687616,100.0,0.025135862151687616
Brain: stimulation context,OOD,67,1065.6000000000001,1.0,0.6607963241352677,0.6040190052518604,0.05677731888340731,100.0,0.05677731888340731
Brain: stimulation context,OOD,68,600.7900000000001,1.0,0.6045411808233588,0.46336200633508207,0.14117917448827677,100.0,0.14117917448827677
Brain: stimulation context,OOD,69,695.51,1.0,0.8267740045744877,0.8032430918641993,0.0235309127102884,100.0,0.0235309127102884
Brain: stimulation context,OOD,70,728.36,1.0,1.0703318857624615,1.0980984752213643,-0.027766589458902757,100.0,0.027766589458902757
Brain: stimulation context,OOD,71,853.5500000000001,1.0,1.3706424697159771,1.3950900148112955,-0.024447545095318324,100.0,0.024447545095318324
Brain: stimulation context,OOD,72,684.21,1.0,0.82587301583963,0.7173951976077693,0.10847781823186076,100.0,0.10847781823186076
Brain: stimulation context,OOD,73,767.3100000000001,1.0,0.8765174800838549,0.8938738715765644,-0.01735639149270951,100.0,0.01735639149270951
Brain: stimulation context,OOD,74,1168.0,1.0,0.6193391054242494,0.5164941226208108,0.10284498280343857,100.0,0.10284498280343857
Brain: stimulation context,OOD,75,630.7700000000001,1.0,1.0839908949830646,1.0539841352376746,0.03000675974538991,100.0,0.03000675974538991
Brain: stimulation context,OOD,76,811.65,1.0,1.4359663320395715,1.5503231902845962,-0.11435685824502473,100.0,0.11435685824502473
Brain: stimulation context,OOD,77,1148.4,1.0,0.9619729050024541,0.9896788924300691,-0.027705987427614986,100.0,0.027705987427614986
Brain: stimulation context,OOD,78,1093.2,1.0,0.9158273022124803,0.8567890398507443,0.05903826236173604,100.0,0.05903826236173604
Brain: stimulation context,OOD,79,666.11,1.0,1.666055125202619,1.7148392099974272,-0.048784084794808225,100.0,0.048784084794808225
Brain: stimulation context,OOD,80,671.2900000000001,1.0,0.6539100211576674,0.481130177159475,0.1727798439981924,100.0,0.1727798439981924
Brain: stimulation context,OOD,81,1052.5,1.0,0.8638654482785038,0.7935327765416001,0.07033267173690361,100.0,0.07033267173690361
Brain: stimulation context,OOD,82,659.73,1.0,0.5971818961159481,0.43277741644200224,0.16440447967394584,100.0,0.16440447967394584
Brain: stimulation context,OOD,83,1095.0,1.0,0.6595698392914456,0.6299549322654,0.029614907026045634,100.0,0.029614907026045634
Brain: stimulation context,OOD,84,565.96,1.0,0.5864593620817722,0.41102611763618097,0.17543324444559122,100.0,0.17543324444559122
Brain: stimulation context,OOD,85,522.95,1.0,0.6583376053303456,0.46126608627756216,0.19707151905278342,100.0,0.19707151905278342
Brain: stimulation context,OOD,86,865.48,1.0,0.7931201417887693,0.7422418534903127,0.05087828829845664,100.0,0.05087828829845664
Brain: stimulation context,OOD,87,872.83,1.0,0.6471867058742744,0.5102446500349274,0.13694205583934704,100.0,0.13694205583934704
Brain: stimulation context,OOD,88,764.0400000000001,1.0,0.6164220906415001,0.5120958655610546,0.10432622508044553,100.0,0.10432622508044553
Brain: stimulation context,OOD,89,767.1400000000001,1.0,0.8446665256529154,0.8539334859210355,-0.009266960268120017,100.0,0.009266960268120017
Brain: stimulation context,OOD,90,1100.3,1.0,0.6915911121303873,0.6173365472170403,0.07425456491334692,100.0,0.07425456491334692
Brain: stimulation context,OOD,91,1346.9,1.0,0.6783110559059917,0.568131878034539,0.1101791778714527,100.0,0.1101791778714527
Brain: stimulation context,OOD,92,861.83,1.0,0.6864379778997697,0.6690720453236135,0.01736593257615615,100.0,0.01736593257615615
Brain: stimulation context,OOD,93,700.73,1.0,0.849847202220392,0.8615217018833657,-0.011674499662973736,100.0,0.011674499662973736
Brain: stimulation context,OOD,94,1173.8,1.0,0.6273568171627827,0.608239471961627,0.01911734520115571,100.0,0.01911734520115571
Brain: stimulation context,OOD,95,1052.4,1.0,0.7791049486384387,0.7673406320044661,0.011764316633972594,100.0,0.011764316633972594
Brain: stimulation context,OOD,99,682.49,1.0,1.1580121176487577,1.2037769034936374,-0.04576478584487975,100.0,0.04576478584487975
Brain: stimulation context,OOD,101,778.27,1.0,1.1011345488151747,1.1836764539957967,-0.08254190518062199,100.0,0.08254190518062199
Brain: stimulation context,OOD,102,503.63,1.0,0.6396129677016171,0.45495223811825936,0.18466072958335777,100.0,0.18466072958335777
Brain: stimulation context,OOD,104,721.3100000000001,1.0,0.6175876857561693,0.4431799441652049,0.1744077415909644,100.0,0.1744077415909644
Brain: stimulation context,OOD,105,996.52,1.0,0.611116715566401,0.4757857250021418,0.13533099056425923,100.0,0.13533099056425923
Brain: stimulation context,OOD,107,1146.9,1.0,0.6427745341025222,0.5838841769052922,0.058890357197230014,100.0,0.058890357197230014
Brain: stimulation context,OOD,110,1169.8,1.0,0.7421804742427458,0.6478693997882221,0.09431107445452369,100.0,0.09431107445452369
Brain: stimulation context,OOD,112,802.16,1.0,0.6641397220912142,0.6474444964487374,0.01669522564247683,100.0,0.01669522564247683
Brain: stimulation context,OOD,114,630.7700000000001,1.0,0.7734401999086797,0.7355605791443844,0.037879620764295296,100.0,0.037879620764295296
Brain: stimulation context,OOD,116,755.14,1.0,0.865305019137707,0.8233467767059521,0.04195824243175483,100.0,0.04195824243175483
Brain: stimulation context,OOD,117,749.73,1.0,0.8651875460967577,0.8825978486270311,-0.017410302530273314,100.0,0.017410302530273314
Brain: stimulation context,OOD,119,1009.8000000000001,1.0,0.8648847378868558,0.8002605884270051,0.06462414945985073,100.0,0.06462414945985073
Brain: stimulation context,OOD,121,700.11,1.0,0.61151048415605,0.5599097346926694,0.05160074946338067,100.0,0.05160074946338067
Brain: stimulation context,OOD,124,805.6600000000001,1.0,1.317439866225595,1.3692683000583794,-0.05182843383278435,100.0,0.05182843383278435
Brain: stimulation context,OOD,126,773.23,1.0,0.7181438542468973,0.7284291256893443,-0.010285271442446953,100.0,0.010285271442446953
Brain: stimulation context,OOD,127,1044.3,1.0,0.7611397278704813,0.6706821674298427,0.09045756044063868,100.0,0.09045756044063868
Brain: stimulation context,OOD,129,916.9399999999999,1.0,0.7769944198494305,0.7770077666529228,-1.3346803492297887e-05,100.0,1.3346803492297887e-05
Brain: stimulation context,OOD,131,1121.1,1.0,1.2011201178351771,1.2036243010125185,-0.002504183177341357,100.0,0.002504183177341357
Brain: stimulation context,OOD,135,1073.3,1.0,0.9298863477617758,0.8924551911361502,0.03743115662562557,100.0,0.03743115662562557
Brain: stimulation context,OOD,137,887.54,1.0,0.6288619533208704,0.5451737204469572,0.08368823287391314,100.0,0.08368823287391314
Brain: stimulation context,OOD,139,638.85,1.0,0.678469172750662,0.5438525051072607,0.1346166676434013,100.0,0.1346166676434013
Brain: stimulation context,OOD,140,935.98,1.0,0.8468353793935357,0.8004137879325208,0.04642159146101488,100.0,0.04642159146101488
Brain: stimulation context,OOD,143,655.11,1.0,1.3623260273046331,1.4303914616783526,-0.06806543437371948,100.0,0.06806543437371948
Brain: stimulation context,OOD,144,857.8299999999999,1.0,1.0152846952392443,0.9905425063234553,0.024742188915788943,100.0,0.024742188915788943
Brain: stimulation context,OOD,146,754.01,1.0,0.9889699951692128,0.995907792713146,-0.0069377975439332,100.0,0.0069377975439332
Brain: stimulation context,OOD,147,710.96,1.0,0.9531015414315491,0.9732412175453449,-0.020139676113795746,100.0,0.020139676113795746
Brain: stimulation context,OOD,149,992.51,1.0,0.6405820195991214,0.5866575432866465,0.05392447631247488,100.0,0.05392447631247488
Brain: stimulation context,OOD,151,1096.5,1.0,0.5907279491931972,0.4132607195559168,0.17746722963728034,100.0,0.17746722963728034
Brain: stimulation context,OOD,152,1157.8999999999999,1.0,0.5752783988016887,0.39587248256139396,0.17940591624029478,100.0,0.17940591624029478
Brain: stimulation context,OOD,153,765.16,1.0,0.5747139084057615,0.45979206351431867,0.11492184489144286,100.0,0.11492184489144286
Brain: stimulation context,OOD,157,971.42,1.0,0.5889329116392421,0.4421895847740458,0.1467433268651963,100.0,0.1467433268651963
Brain: stimulation context,OOD,159,913.86,1.0,0.790690429139097,0.8004076794370567,-0.009717250297959668,100.0,0.009717250297959668
Brain: stimulation context,OOD,161,601.37,1.0,2.3717136488467743,2.586302616575618,-0.21458896772884373,100.0,0.21458896772884373
Brain: stimulation context,OOD,164,846.46,1.0,2.09253725706005,2.26958898986512,-0.17705173280507003,100.0,0.17705173280507003
Brain: stimulation context,OOD,166,798.3900000000001,1.0,1.1777678145167414,1.3561032060531981,-0.17833539153645672,100.0,0.17833539153645672
Brain: stimulation context,OOD,167,723.17,1.0,0.8074686376822044,0.861568076283385,-0.054099438601180605,100.0,0.054099438601180605
Brain: stimulation context,OOD,168,665.86,1.0,3.1484539613483147,3.1726100783876667,-0.024156117039352054,100.0,0.024156117039352054
Brain: stimulation context,OOD,170,917.41,1.0,1.0870181729374981,1.2315901020509017,-0.14457192911340355,100.0,0.14457192911340355
Brain: stimulation context,OOD,174,893.77,1.0,1.618320482266903,1.7649274200345006,-0.1466069377675976,100.0,0.1466069377675976
Brain: stimulation context,OOD,175,1012.4,1.0,1.245349985906044,1.3537387369492033,-0.10838875104315937,100.0,0.10838875104315937
Brain: stimulation context,OOD,179,699.4399999999999,1.0,2.398653642209695,2.824887722957292,-0.42623408074759705,100.0,0.42623408074759705
Brain: stimulation context,OOD,180,858.42,1.0,3.218929319081846,3.2866993568114307,-0.06777003772958468,100.0,0.06777003772958468
Brain: stimulation context,OOD,181,781.4799999999999,1.0,0.8034438194853707,0.8581456074264983,-0.054701787941127566,100.0,0.054701787941127566
Brain: stimulation context,OOD,184,575.38,1.0,0.9812650782877808,1.0524028667258674,-0.0711377884380866,100.0,0.0711377884380866
Brain: stimulation context,OOD,185,932.5,1.0,1.8136028447097767,1.8709977838003051,-0.057394939090528396,100.0,0.057394939090528396
Brain: stimulation context,OOD,188,728.8299999999999,1.0,2.2058394386440985,2.3411132389730076,-0.13527380032890912,100.0,0.13527380032890912
Brain: stimulation context,OOD,189,624.26,1.0,1.6716135712192446,1.8328070733565767,-0.16119350213733208,100.0,0.16119350213733208
Brain: stimulation context,OOD,191,884.75,1.0,3.5150390948353025,4.0173212886244745,-0.5022821937891719,100.0,0.5022821937891719
Brain: stimulation context,OOD,192,605.96,1.0,0.6297076628337507,0.6486299790386149,-0.018922316204864176,100.0,0.018922316204864176
Brain: stimulation context,OOD,194,1095.6999999999998,1.0,0.5672934548066749,0.47687175760837897,0.09042169719829596,100.0,0.09042169719829596
Brain: stimulation context,OOD,195,1062.7,1.0,0.7116572122780984,0.8113007695631993,-0.09964355728510088,100.0,0.09964355728510088
Brain: stimulation context,OOD,198,707.0699999999999,1.0,1.7824781436510704,1.8334856360099172,-0.05100749235884683,100.0,0.05100749235884683
Brain: stimulation context,OOD,199,662.06,1.0,0.9929432982312771,1.000106819502762,-0.007163521271484896,100.0,0.007163521271484896
Brain: stimulation context,OOD,202,648.8699999999999,1.0,0.9494976586794137,1.0001609050095157,-0.050663246330101996,100.0,0.050663246330101996
Brain: stimulation context,OOD,203,665.88,1.0,1.6766875411732196,1.4717290032351253,0.20495853793809427,100.0,0.20495853793809427
Brain: stimulation context,OOD,205,566.84,1.0,1.1933633519092108,1.1163731334475018,0.07699021846170906,100.0,0.07699021846170906
Brain: stimulation context,OOD,206,747.83,1.0,1.3740914329034664,1.2655045190982244,0.10858691380524199,100.0,0.10858691380524199
Brain: stimulation context,OOD,210,707.53,1.0,2.6531090047080736,2.6687533804777708,-0.015644375769697128,100.0,0.015644375769697128
Brain: stimulation context,OOD,211,923.01,1.0,1.3208714892540487,1.4913069074311394,-0.17043541817709063,100.0,0.17043541817709063
Brain: stimulation context,OOD,213,875.26,1.0,3.7753543904359663,3.611014419515742,0.16433997092022423,100.0,0.16433997092022423
Brain: stimulation context,OOD,217,826.65,1.0,1.6155142511114504,1.5171048505698432,0.09840940054160718,100.0,0.09840940054160718
Brain: stimulation context,OOD,218,915.8,1.0,1.313213753831481,1.3956644668020195,-0.08245071297053852,100.0,0.08245071297053852
Brain: stimulation context,OOD,219,1178.5,1.0,4.463970434680972,4.092040512111997,0.3719299225689747,100.0,0.3719299225689747
Brain: stimulation context,OOD,222,1389.2,1.0,0.8036745323207442,0.9021194440489488,-0.09844491172820469,100.0,0.09844491172820469
Brain: stimulation context,OOD,227,606.88,1.0,0.6654017995880543,0.6292986596405062,0.0361031399475481,100.0,0.0361031399475481
Brain: stimulation context,OOD,229,734.51,1.0,1.1688527843800576,1.1591004627561827,0.009752321623874849,100.0,0.009752321623874849
Brain: stimulation context,OOD,230,587.89,1.0,0.8426219334528966,0.7768679923871709,0.06575394106572574,100.0,0.06575394106572574
Brain: stimulation context,OOD,232,693.67,1.0,0.8637580560249362,0.8953372766468579,-0.031579220621921755,100.0,0.031579220621921755
Brain: stimulation context,OOD,233,696.92,1.0,0.6777789257356789,0.6682944857019533,0.009484440033725616,100.0,0.009484440033725616
Brain: stimulation context,OOD,235,734.95,1.0,0.6684669315912162,0.5771921529616939,0.09127477862952227,100.0,0.09127477862952227
Brain: stimulation context,OOD,238,710.09,1.0,0.7090666354344337,0.7147135022206677,-0.0056468667862339395,100.0,0.0056468667862339395
Brain: stimulation context,OOD,240,822.39,1.0,0.6319542513597511,0.571401464893093,0.06055278646665818,100.0,0.06055278646665818
Brain: stimulation context,OOD,242,635.1099999999999,1.0,0.8766005865878364,0.9380252010574439,-0.061424614469607564,100.0,0.061424614469607564
Brain: stimulation context,OOD,244,839.3000000000001,1.0,0.6780659814326551,0.6053844415903458,0.0726815398423093,100.0,0.0726815398423093
Brain: stimulation context,OOD,245,706.0999999999999,1.0,0.6410192788211393,0.5707892719751112,0.07023000684602809,100.0,0.07023000684602809
Brain: stimulation context,OOD,247,1014.0,1.0,0.7014419349286443,0.604601646972474,0.09684028795617028,100.0,0.09684028795617028
Brain: stimulation context,OOD,249,784.62,1.0,0.6216780956064383,0.4222026176969337,0.1994754779095046,100.0,0.1994754779095046
Brain: stimulation context,OOD,252,761.9399999999999,1.0,0.7283071453783359,0.6858031585899667,0.0425039867883692,100.0,0.0425039867883692
Brain: stimulation context,OOD,254,793.67,1.0,0.5966528692582327,0.40008120592438157,0.19657166333385112,100.0,0.19657166333385112
Brain: stimulation context,OOD,255,840.8299999999999,1.0,0.5965023013491628,0.41275119998864085,0.18375110136052197,100.0,0.18375110136052197
Brain: stimulation context,OOD,258,746.3199999999999,1.0,0.6884770347550462,0.6244195685148424,0.06405746624020381,100.0,0.06405746624020381
Brain: stimulation context,OOD,259,647.77,1.0,0.5757783139944587,0.5401647289856157,0.03561358500884293,100.0,0.03561358500884293
Brain: stimulation context,OOD,261,965.7,1.0,0.680967718827275,0.6260055351780052,0.05496218364926986,100.0,0.05496218364926986
Brain: stimulation context,OOD,263,893.87,1.0,0.5560022536233891,0.5294856004350594,0.02651665318832963,100.0,0.02651665318832963
Brain: stimulation context,OOD,264,522.96,1.0,0.5697007809538421,0.4169453878106237,0.15275539314321845,100.0,0.15275539314321845
Brain: stimulation context,OOD,266,587.48,1.0,0.5733490720418231,0.4925979366105607,0.08075113543126233,100.0,0.08075113543126233
Brain: stimulation context,OOD,269,702.21,1.0,0.5409363365287732,0.4088330132927218,0.13210332323605134,100.0,0.13210332323605134
Brain: stimulation context,OOD,270,686.84,1.0,0.6872432081368347,0.5496742563639292,0.1375689517729055,100.0,0.1375689517729055
Brain: stimulation context,OOD,273,868.11,1.0,0.9868225960620908,1.0113000740847962,-0.02447747802270539,100.0,0.02447747802270539
Brain: stimulation context,OOD,277,548.3299999999999,1.0,0.7249710145525146,0.7113930416331644,0.013577972919350145,100.0,0.013577972919350145
Brain: stimulation context,OOD,279,1066.1000000000001,1.0,0.6909944338208038,0.6267540116825546,0.06424042213824921,100.0,0.06424042213824921
Brain: stimulation context,OOD,280,641.22,1.0,0.8612435495781616,0.9001753062131155,-0.03893175663495385,100.0,0.03893175663495385
Brain: stimulation context,OOD,281,640.32,1.0,0.6187654824834017,0.46888805169230346,0.14987743079109822,100.0,0.14987743079109822
